Scope,Console ID,Current Console ID (Auto generated),GAP ID,CR ID,Tower Name,Release Name,GPO Lead,Process Sub-Lead,Business Unit,IT Tower Lead,RICEFW Type,Deloitte Tower Lead,RICEFW Description/ Short Text,B-App IAPM ID,B-App Name,L3 Process Code,L3 Design Sprint End,FS Responsible Team,TDD Responsible Team,RICEFW Intake Form Status,RICEFW Intake Form Link,Process Steward,Created By,Comments,Status,RICEFW ID,Intimation Alert,Row Id,CR Creation Date,Created
01. IAO ERP,,2819.0,M-150-190,,09A. Master Data,03.R3,Candice S Linnell,Jayant Kashikar,02.IF - Intel Foundry,Candice S Linnell,02.Interface,Lilibeth Lejarde,Create/Update Quality management view in material master from ILM to MDG system,,,M-150-190,,01.Deloitte,01.Deloitte,01.Pending alignment with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/MDM_RICEFW_Interface%20from%20ILM%20to%20SAP%20S4%20-%20QM%20Material%20master%20creation_and_update.pptx?d=wa483a48f6942415086f966bcfae5ceff&csf=1&web=1&e=cud0mA,,Mubashir Ghazi,,02.Active,,,,,2025-01-24 11:44:36
01. IAO ERP,,2820.0,M-150-190,,09A. Master Data,03.R3,Candice S Linnell,Jayant Kashikar,"01.IP - Intel Product
02.IF - Intel Foundry",Candice S Linnell,03.Conversion,Lilibeth Lejarde,Material Master Data – Quality Management View Conversion,,,M-150-190,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/MDM_RICEFW_Material%20Master%20Quality%20Management%20View%20Conversion.pptx?d=w1217b288bec041168e59ece2e3b65c8b&csf=1&web=1&e=id8JVK,,Mubashir Ghazi,,03.Processed,"DATC1237_IP,DATC1237_IF",,,,2025-01-24 11:44:36
01. IAO ERP,,2821.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,03.Conversion,"Ravi Vishwanathan, Shishir Kumar Dwivedi, shishirx.kumar.dwivedi@intel.com",Intel Federal Data conversion for Contract Flow Down Assignment,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/4%20Working%20Documents/Intel%20Federal/WRICEF_Intake%20forms/IFL_conversion%20for%20Contract%20Flow%20Down%20Assignment.pptx?d=wd61a295b5794436180ecf62ceb508357&csf=1&web=1&e=gJeqZE,,Balu Praveen M.,,03.Processed,OTCC1230,,,,2025-01-27 03:01:17
01. IAO ERP,,2822.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,03.Conversion,"Ravi Vishwanathan, Shishir Kumar Dwivedi, shishirx.kumar.dwivedi@intel.com",Intel Federal Data conversion for Bill Plans,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/4%20Working%20Documents/Intel%20Federal/WRICEF_Intake%20forms/IFL_conversion%20for%20Bill%20Plans.pptx?d=wc68c320aedc840f88b27b47389e898d0&csf=1&web=1&e=Ep86vE,,Balu Praveen M.,,03.Processed,OTCC1231,,,,2025-01-27 03:01:17
01. IAO ERP,,2823.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,03.Conversion,"Ravi Vishwanathan, Shishir Kumar Dwivedi, shishirx.kumar.dwivedi@intel.com",Intel Federal Data conversion for Contract ITD costs,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/4%20Working%20Documents/Intel%20Federal/WRICEF_Intake%20forms/IFL_conversion%20for%20Contract%20ITD%20costs.pptx?d=wb34d7e8207f3416483024f7eb9de5d9a&csf=1&web=1&e=Bw4yos,,Balu Praveen M.,,03.Processed,OTCC1232,,,,2025-01-27 03:01:17
01. IAO ERP,,2824.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,03.Conversion,"Ravi Vishwanathan, Shishir Kumar Dwivedi, shishirx.kumar.dwivedi@intel.com",Intel Federal Data conversion for Flex rates (labor rate deck),41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/4%20Working%20Documents/Intel%20Federal/WRICEF_Intake%20forms/IFL_conversion%20for%20Flex%20rates.pptx?d=w270771efa8e4444bb357b3fa5c3c641b&csf=1&web=1&e=aA7FGp,,Balu Praveen M.,,03.Processed,OTCC1233,,,,2025-01-27 03:01:17
01. IAO ERP,,2825.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,03.Conversion,"Ravi Vishwanathan, Shishir Kumar Dwivedi, shishirx.kumar.dwivedi@intel.com",Intel Federal Data conversion for Federal Sales Orders,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/4%20Working%20Documents/Intel%20Federal/WRICEF_Intake%20forms/IFL_conversion%20forFederal%20Sales%20Orders.pptx?d=w940dbdb526604041b570b355f7eb4ca1&csf=1&web=1&e=82Rdu3,,Balu Praveen M.,,03.Processed,OTCC1234,,,,2025-01-27 03:01:17
01. IAO ERP,,2826.0,R-190-020,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,05.Form,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Packing list form for Returns Logistics,,,R-190-020,#NO MATCH,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_OTC_Process%20PL%20forms%20for%20RTC%20inbound.pptx?d=wbc805e0e5f3e48f795b00686d0660b92&csf=1&web=1&e=xkbrWS,Kimberly Moore,Tushar Khandelwal,2/12-Approved by Tower going to Tech 2/13,03.Processed,LOGF1257,,,,2025-01-27 22:39:57
01. IAO ERP,,2827.0,R-190-020,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,05.Form,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Commercial invoice form for returns logistics,,,R-190-020,#NO MATCH,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_OTC_Process%20CI%20forms%20for%20RTC%20inbound.pptx?d=waaff002f4fe34c39817e4cb6a0e1d112&csf=1&web=1&e=ubwPp7,Kimberly Moore,Tushar Khandelwal,2/12-Approved by Tower going to Tech 2/13,03.Processed,LOGF1258,,,,2025-01-27 22:39:57
,,2828.0,,,05. OTC IP,03.R3,Jorge Sanchez,manjunath.shastry@intel.com,"01.IP - Intel Product
02.IF - Intel Foundry",Steffanie Maxey,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Disable the Amount field within Subcontracting tab in Freight Order for CW Load Planner.,,,LO-190-050,R3 Design Sprint 7,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2506E94F-463F-42E9-8E67-35B5395F6AE4%7D&file=2828_R3_IP_TM_Amount%20Field%20Disable_CW%20Load%20Planner_Intake%20Form.pptx&wdLOR=cD3A056C5-7260-4EEC-BA58-B8CC687C820F&action=edit&mobileredirect=true,"Junior Milan, Manjunath Shastry",Chirayu Raut,02/25: Approved by GPO.,03.Processed,"LOGE1297_IP,
LOGE1297_IF",,,,2025-01-28 02:10:00
01. IAO ERP,,2829.0,,,09A. Master Data,03.R3,Candice S Linnell,Jayant Kashikar,"01.IP - Intel Product
02.IF - Intel Foundry",Candice S Linnell,02.Interface,Lilibeth Lejarde,Interface to get MMID from the PLM Translator for the materials created directly in the MDG.,,,MDM-150-200,R3 Design Sprint 1,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2829_Material%20Master%20Data_Interface%20for%20UNBW%20Construction%20Materials.pptx?d=w810599f7990b49f9af1d2fa41c66a911&csf=1&web=1&e=ZcbmEH,,Mohammad Shabaz,,03.Processed,"DATI1416_IP,
DATI1416_IF",,,,2025-01-29 00:14:52
01. IAO ERP,,2830.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,02.Interface,"Ravi Vishwanathan, shishirx.kumar.dwivedi@intel.com",IFL Interface Federal Contracts,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BA628E680-BB34-4CD2-AB0D-C1772D5D768F%7D&file=Intel%20Federal%20Interface%20-%20Contracts%20RICEFW.pptx&action=edit&mobileredirect=true,Erica Nash Wills,Balu Praveen M.,"2/11-GPO approved
2/4-Tower approved.  Ready for Tech",03.Processed,OTCI1243,,,,2025-01-29 04:23:57
01. IAO ERP,,2831.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,02.Interface,"Ravi Vishwanathan, shishirx.kumar.dwivedi@intel.com",IFL Interface Contract Fees/Retention/Incentive Fee Formula,41363.0,Dassian,,,02.Intel,02.Intel,00.Draft,Intel Federal Interface - ContractRetentionIncentive Fees RICEFW.pptx,Erica Nash Wills,Balu Praveen M.,"Cancelled
1/30-No longer need.",01.inactive,,,,,2025-01-29 04:23:57
01. IAO ERP,,2832.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,02.Interface,"Ravi Vishwanathan, shishirx.kumar.dwivedi@intel.com",IFL Interface Clause Library,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B981C8899-7E89-4186-9C82-B28FFE176771%7D&file=Intel%20Federal%20Interface%20-%20Clause%20Library%20RICEFW.pptx&action=edit&mobileredirect=true,Erica Nash Wills,Balu Praveen M.,"2/11-GPO approved
2/4-Tower approved.  Ready for Tech",03.Processed,OTCI1244,,,,2025-01-29 04:23:57
01. IAO ERP,,2833.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,02.Interface,"Ravi Vishwanathan, shishirx.kumar.dwivedi@intel.com",IFL Enhancement Clause assignment to contract,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B9C188794-4235-4890-B311-6AE59DF25697%7D&file=Intel%20Federal%20Interface-%20Contract%20Clause%20Assignments%20RICEFW.pptx&action=edit&mobileredirect=true,Erica Nash Wills,Balu Praveen M.,"2/11-GPO approved
2/4-Tower approved.  Ready for Tech",03.Processed,OTCI1245,,,,2025-01-29 04:23:57
01. IAO ERP,,2834.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,04.Enhancement,"Ravi Vishwanathan, shishirx.kumar.dwivedi@intel.com",IFL Enhancement Contract Flow Down Assignment,41363.0,Dassian,,,02.Intel,02.Intel,00.Draft,IFL_Enhancement for Contract Flow Down Assignment.pptx,Erica Nash Wills,Balu Praveen M.,"Cancelled
1/30-No longer need.",01.inactive,,,,,2025-01-29 04:23:57
01. IAO ERP,,2835.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,02.Interface,"Ravi Vishwanathan, shishirx.kumar.dwivedi@intel.com",IFL Interface Bill Plans,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B9EBEC5BF-F512-4863-A316-DBA3B0D192B7%7D&file=IFL_%20Interface%20for%20Bill%20Plans.pptx&action=edit&mobileredirect=true,Erica Nash Wills,Balu Praveen M.,"2/11-GPO approved
2/4-Tower approved.  Ready for Tech",03.Processed,OTCI1246,,,,2025-01-29 04:23:57
01. IAO ERP,,2836.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,02.Interface,"Ravi Vishwanathan, shishirx.kumar.dwivedi@intel.com",IFL Enhancement WBS Assignment to Contract,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B754A4536-6C0F-4146-BFD4-CDD81C821064%7D&file=Intel%20Federal%20Interface%20-%20Contract%20WBS%20Assignment%20RICEFW.pptx&action=edit&mobileredirect=true,Erica Nash Wills,Balu Praveen M.,"2/11-GPO approved
2/4-Tower approved.  Ready for Tech",03.Processed,OTCI1247,,,,2025-01-29 04:23:57
01. IAO ERP,,2837.0,,,05. OTC IP,03.R3,Shelly Lafree,Erica Nash Wills,01.IP - Intel Product,Kevin A Brown,04.Enhancement,"Ravi Vishwanathan, shishirx.kumar.dwivedi@intel.com",IFL Enhancements Add custom fields to enable Dassian flow down,41363.0,Dassian,,,02.Intel,02.Intel,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2059CB24-4709-4E7C-9B3D-1B989FA47B24%7D&file=IFL_Enhancement%20for%20Add%20custom%20fields%20to%20enable%20Dassian%20flow%20down.pptx&action=edit&mobileredirect=true,Erica Nash Wills,Balu Praveen M.,"2/11-GPO approved
2/4-Tower approved.  Ready for Tech",03.Processed,OTCE1248,,,,2025-01-29 04:23:57
01. IAO ERP,,2838.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Custom screen  to capture shipment unloading details (Docking),,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_OTC_Custom_Docking_Screen+GTS%20block.pptx?d=w12a8d71cdeb848468ffe6b798559f53f&csf=1&web=1&e=JPfgG1,Kimberly Moore,Soumya Biswal,"2/12-going to Tech 2/13
2/11-GPO approved
2/4-Tower approved.",03.Processed,LOGE1265,,,,2025-01-30 06:22:42
01. IAO ERP,,2839.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Custom Receiving screen (ZPRDI) to have functionalities to process receiving of customer Returned Materials,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B99D3E1CE-F776-4DDA-87C9-5001B31AD2DD%7D&file=R3_IP_OTC_Custom%20Screen%20%20Funtionalities_Of_Custom_Receiving_Screen.pptx&wdLOR=c6BF8263B-916C-4F4B-B3AE-3F0FB727C6F4&action=edit&mobileredirect=true&clickparams=eyJBcHBOYW1lIjoiVGVhbXMtRGVza3RvcCIsIkFwcFZlcnNpb24iOiI0OS8yNDEyMDEwMDIyMSIsIkhhc0ZlZGVyYXRlZFVzZXIiOmZhbHNlfQ%3D%3D,Kimberly Moore,Soumya Biswal,"2/12-going to Tech 2/13
2/11-GPO approved
2/4-Tower approved.",03.Processed,LOGE1266,,,,2025-01-30 06:27:34
01. IAO ERP,,2840.0,O-IP-020-2840,,04. OTC IF,03.R3,Jill Matalon,,02.IF - Intel Foundry,Kevin A Brown,04.Enhancement,Ravi Vishwanathan,Enhancement to support creation of Auto CMR/DMR for the Recon Process​,,,O-020-100,R3 Design Sprint 7,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/04.%20OTC%20-%20Intel%20Foundry/2%20Design%20Sprint%20detailed%20plans/Phase%201%20Detailed%20design%20%26%20Sprint%20Planning/Workshops/Ready%20for%20Review/IF_Console%20ID%202840_Enhancement%20to%20auto%20create%20CMR%20and%20DMR%20for%20Recon%20process.pptx?d=w69ab1506c9ad40089ac8032f4647d072&csf=1&web=1&e=Ecyzs8,Stacie Ham,Taposh Ganguli,,03.Processed,OTCE1249,,,,2025-01-30 13:21:41
01. IAO ERP,,2841.0,,,05. OTC IP,03.R3,Shelly Lafree,Anita Sandhu,01.IP - Intel Product,Kevin A Brown,02.Interface,Ravi Vishwanathan,Outbound interface from S4 HANA to WOM to send the product information,,WOM,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BD35DF2AF-F27F-42DD-AF06-BA2518A7FE97%7D&file=Console%20ID_2841_IP%20Inbound%20Interface%20from%20WOM%20to%20S4%20HANA%20to%20fetch%20required%20Product%20information%20.pptx&action=edit&mobileredirect=true,Anita Sandhu,Sindhuja Gangireddy,2/12-Approved by Tower going to Tech 2/13,03.Processed,OTCI1259,,,,2025-01-31 07:24:22
01. IAO ERP,,2842.0,,,03. FPR,03.R3,"Angela Wolf, Shane Bethune",Kevin Johns,"01.IP - Intel Product
02.IF - Intel Foundry",Bharath PLVN,02.Interface,Prabesh Acharya,Pull Foundry WBS from HAT and create in LE 199 in IP S/4 for Foundry Employees moved to LE 199.,11019.0,HAT,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2842_%20FPR_IF%20WBS%20to%20IP%20WBS%20Creation%20-%20Intel%20Federal_%20RICEFW%20%20Intake%20Form.pptx?d=w2c2bd653e3c04e55894a963839f90118&csf=1&web=1&e=yCA4gJ,Kevin Johns,Suresh Avula,"02/05: Approved for intake review.:
02/04: To be defend in the next DSU on 02/05/2025 by Suresh and Karen.",03.Processed,"FPRI1238_IP,FPRI1238_IF",,,,2025-01-31 10:20:48
01. IAO ERP,,2843.0,,,07. FTS IF,03.R3,Shamin A Shirodkar,Eugene Celis,02.IF - Intel Foundry,Steffanie Maxey,02.Interface,Rudra Sengupta,Interface to send Lot create & Lot attribute signal to Workstream from SAP S4,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2843_L-120-150_FTS_IF_Custom%20Table%20for%20storing%20Lot%20attributes%20when%20sent%20from%20SAP%20to%20Workstream.pptx?d=wb6f89c56e20e4a3f9384b3378586893b&csf=1&web=1&e=tggHBM,,,03/06: No representation in Intake meeting,03.Processed,FTSI1326,,,,2025-02-02 22:53:54
01. IAO ERP,,2844.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Enhancement to create Ship instruction screen.​,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B7A325DE7-D9FD-4BF9-BEB5-F8241E0368F4%7D&file=R3_IP_Returns_Ship_Instruction_screen.pptx&action=edit&mobileredirect=true&ovuser=36da45f1-dd2c-4d1f-af13-5abe46b99921%2Csjulury%40deloitte.com&clickparams=eyJBcHBOYW1lIjoiVGVhbXMtRGVza3RvcCIsIkFwcFZlcnNpb24iOiI0OS8yNTAxMDYyMDQxMiIsIkhhc0ZlZGVyYXRlZFVzZXIiOnRydWV9,Kimberly Moore,Soumya Biswal,2/12-Approved by Tower ready for Tech & GPO,03.Processed,LOGE1268,,,,2025-02-03 05:44:37
01. IAO ERP,,2845.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Resolution for Discrepancy to be determined based on Business Rules,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_Discrepency_Resolution_Business_Rules.pptx?d=w141866ef1f9e47219a097eb8b314ff47&csf=1&web=1&e=cBun0B,Kimberly Moore,Soumya Biswal,2/12-going to tech 2/23,03.Processed,LOGE1260,,,,2025-02-05 22:11:35
01. IAO ERP,,2846.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,02.Interface,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Delete existing Scan details in Entitlement Orchestration Layer,,,,,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_Delete_Existing_Scan_details.pptx?d=w535ac9ab6d5c4e389289d06c2509cb2e&csf=1&web=1&e=vByeFq,Kimberly Moore,Soumya Biswal,"Cancelled 
2/10-Per Surendra no longer need.",01.inactive,,,,,2025-02-06 02:10:58
01. IAO ERP,,2847.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,02.Interface,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Discrepancy resolution results to be sent from Salesforce to SAP,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_Discrepency_Resolution_update_from_SF.pptx?d=wdea30ce6e1bc4cb1aa3353d5be3c388b&csf=1&web=1&e=micEuQ,Kimberly Moore,Soumya Biswal,2/12-going to tech 2/23,03.Processed,LOGI1261,,,,2025-02-06 02:26:38
01. IAO ERP,,2848.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Generate Docking report,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_Docking_report.pptx?d=w96349fee70c9404eb5ce6371e2a245e7&csf=1&web=1&e=hukkVW,Kimberly Moore,Soumya Biswal,"2/20-Approved by GPO, but needs to be enhancement and Report.  Updated
2/18-Ready for Tech",03.Processed,"LOGE1277, LOGI1411",,,,2025-02-06 03:15:16
01. IAO ERP,,2849.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Business rules for Disposition process.,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_Static_Dynamic_Disposition.pptx?d=w5d1c49ad9adf499d838aea4ed3fc7a2d&csf=1&web=1&e=atFuHt,Kimberly Moore,Soumya Biswal,"2/20-GPO approved
2/18-Ready for Tech",03.Processed,LOGE1278,,,,2025-02-06 03:22:08
01. IAO ERP,,2850.0,,,05. OTC IP,03.R3,Shelly Lafree,Kimberly Moore,01.IP - Intel Product,Veena Krishnamurthy,02.Interface,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Entitlement Output processing to perform discrepancy checks,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/05.%20OTC%20-%20Intel%20Products/6%20Detail%20Design%20Workshops/IP_Returns/Filled%20RICEFW%20Template/R3_IP_Returns_Entitlement_Output_Processing.pptx?d=w8e59dd10d3a944d18ec5696621ce1f70&csf=1&web=1&e=VyI1Em,Kimberly Moore,Soumya Biswal,2/12-going to tech 2/23,03.Processed,LOGI1262,,,,2025-02-06 03:43:31
